Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
06/10/2020,"72 ADMIRAN PARK, STRANORLAR, CO. DONEGAL",,Donegal,"€54,874.00",Yes,No,Second-Hand Dwelling house /Apartment,
26/08/2021,"10 ASH GROVE, GREENHILL VILLAGE, CARRICK ON SUIR",,Tipperary,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2011,"145 Ashfield Mullingar, County Westmeath",,Westmeath,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2017,"TANKARDSGARDEN, BARRETTSTOWN RD, NEWBRIDGE",,Kildare,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"LAVAGH, LUSMAGH, BANAGHER",,Offaly,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2015,"3 THE AVENUE, HIGHFIELD, CARBURY",,Kildare,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2021,"18 HEATHER LANE, ESKER HILLS, PORTLAOISE",,Laois,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2018,"83 Cois Na Mara Golf Links Rd, Bettystown, Co Meath",,Meath,"€251,101.32",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
17/04/2015,"Tumnahulla, Corrandulla",,Galway,"€287,250.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2020,"25 RIVERSIDE LAWNS, KINNEGAD, WESTMEATH",,Westmeath,"€207,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2014,"62 CLOONEEN PARK, MANORHAMILTON, LEITRIM",,Leitrim,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2021,"MOANMORE, GRANGE, CLONMEL",,Tipperary,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2018,"49 DALYSFORT RD, SALTHILL, GALWAY",,Galway,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2013,"Muckrum, Kinlough",,Leitrim,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2012,"Dreamweavers Cottage, Derreenasoo, Carrick on Shannon",,Leitrim,"€89,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2012,"Site B (1) Barnland, Barnlands, Gorey",,Wexford,"€180,969.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
31/08/2017,"61 MC CABE VILLAS, BOOTERSTOWN, BLACKROCK",,Dublin,"€398,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2020,"1 RATHMINES SQ, ARDEE RD, RATHMINES DUBLIN 6",Dublin 6,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2020,"111 CONVENT HILL AVENUE, BALLINA, CO MAYO",,Mayo,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2021,"APARTMENT 18, RIVERSIDE, MAIN STREET",,Roscommon,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2017,"2604 DARA PARK, NEWBRIDGE, KILDARE",,Kildare,"€121,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2015,"7 EARLSFORD LANE, LUCAN, DUBLIN 22",,Dublin,"€259,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2021,"DUINCH, BANTEER, COUNTY CORK",,Cork,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2014,"36 ARD AULINN, SKEHACREGGAUN, MUNGRET",,Limerick,"€107,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2017,"30A St John's Villas, Enniscorthy, Co Wexford",,Wexford,"€65,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
08/11/2013,"170 Willowcourt, Ballincollig",,Cork,"€107,420.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/11/2021,"16 GRACE COURT, DROMOD, LEITRIM",,Leitrim,"€129,444.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"2 Ardfinn Grove, Ardfinn, Strandhill Road",,Sligo,"€136,563.87",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/09/2014,"CLONCARNEY, TRENTAGH, LETTERKENNY",,Donegal,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2013,"Gortnalee, Dunmore",,Galway,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2014,"40 WOODFORD DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2018,"76 LANDEN RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€241,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2011,"Tooman, Mohill",,Leitrim,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2016,"132 LARAGHCON, LUCAN VILLAGE, DUBLIN",,Dublin,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/12/2014,"CLONNAGAPPLE HOUSE, CLONNAGAPPLE, DELVIN",,Westmeath,"€155,770.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2016,"14 ROSSMORE, ROSCREA, COUNTY TIPPERARY",,Tipperary,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2021,"42 SHANLISS WAY, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2017,"24 Windmill Close, Rathcoole",,Dublin,"€327,290.74",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2015,"40 ORMOND RD, RATHMINES, DUBLIN",Dublin 6,Dublin,"€1,145,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2019,"24 SEA BROOK, BROOK LANE, RUSH",,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2017,"54A COOLE HAVEN, GORT, GALWAY",,Galway,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2020,"CREENAGH, DRUMSHANBO, CO LEITRIM",,Leitrim,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2010,"4 Brighton Square, Rathgar",,Dublin,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2013,"13 ASHBROOK LAWN, ENNIS ROAD",,Limerick,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2021,"LOUGHER, DULEEK, MEATH",,Meath,"€510,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"68 WHATLEY PLACE, STILLORGAN, DUBLIN",,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2021,"9 MOUNTAIN VIEW, DROMGARRIFF, GLENGARRIFF",,Cork,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2014,"17 CLUAIN ARD, ARKLOW, CO WICKLOW",,Wicklow,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2017,"51 LUTTRELLSTOWN AVE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2012,"Drishane Road, Millstreet, Co Cork",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2015,"18 WATERSIDE CRESCENT, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2014,"27 HAZELWOOD DRIVE, LETTERKENNY, CO DONEGAL",,Donegal,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2016,"17 WESTHILL PARK, GOREY, WEXFORD",,Wexford,"€162,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2011,"LISMORE, EMOCLEW, ARKLOW",,Wicklow,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2020,"DRUMMAY HILL, LIFFORD PO, DONEGAL",,Donegal,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2021,"23B Marlborough Road, Glenageary, County Dublin",,Dublin,"€1,453,744.00",No,Yes,New Dwelling house /Apartment,
22/06/2018,"57 HAYWORTH TERRACE, ONGAR, DUBLIN 15",Dublin 15,Dublin,"€246,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/12/2017,"70 CLIFTON GRANGE, DOUGLAS, CORK",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2011,"51  Goatstown Road, Goatstown",,Dublin,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2018,"2 Glen Dara, Ard Chasel, Watergrasshill",,Cork,"€220,575.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/01/2019,"10 ROCKVIEW TERRACE, DONERAILE, CO CORK",,Cork,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2018,"CARROWCRIN, DROMAHAIR, LEITRIM",,Leitrim,"€26,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2017,"11 BELLEVUE RD, GLENAGEARY, DUBLIN",,Dublin,"€935,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2016,"7 THE MILL, BALTINGLASS, WICKLOW",,Wicklow,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2016,"43 CARRAIG NA BOTHAIR, LIS NA DARA, DUNDALK",,Louth,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2012,"46 Milford Park, Ballinabranna, Milford",,Carlow,"€170,132.15",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/02/2010,"22 Convent Road, Roscarberry",,Cork,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2018,"38 HARBOUR ST, MOUNTMELLICK, LAOIS",,Laois,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2016,"ROCKSPRING, LISCARROLL, MALLOW",,Cork,"€197,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2015,"CARN, MOUNTTEMPLE, MOATE",,Westmeath,"€255,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2017,"55 FAIR GREEN, LIMERICK",,Limerick,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2016,"NO 7 WOODVALE, ROSSYLONGAN, DONEGAL TOWN",,Donegal,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2019,"6 HOLLYBANK WAY, CLONGOWEN, WATERFORD RD",,Kilkenny,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2017,"1 ARDSHANAVOOLEY EST, KILLARNEY, CO KERRY",,Kerry,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2020,"OLD MILL, O'BRIENS BRIDGE, COUNTY CLARE",,Clare,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2020,"4 Radharc Na Clos, Doneraile",,Cork,"€176,211.00",No,Yes,New Dwelling house /Apartment,
16/06/2017,"NO 3 THE ORCHARD, CARPERSTOWN ROAD, CASTLEKNOCK",,Dublin,"€197,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2012,"2 Ballygarron Heights, The Spa, Tralee",,Kerry,"€441,197.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
17/12/2015,"APT 43, CARLTON SUITE, HENRY STREET",,Limerick,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2019,"House No. 234 Dundoogan, Haynestown, Dundalk",,Louth,"€271,747.05",No,Yes,New Dwelling house /Apartment,
19/08/2014,"Apt 1 Spencer House, 70/72 Talbot Street, Dublin 1",Dublin 1,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2014,"CASTLETOWN, PORTROE, TIPPERARY",,Tipperary,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"KILLALA RD, BALLINA, MAYO",,Mayo,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2021,"42 LOFTUS SQ, RATHFARNHAM GATE, MAIN ST DUBLIN 14",Dublin 14,Dublin,"€447,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2017,"32 The Lawn, Hansfield Wood, Hansfield",Dublin 15,Dublin,"€264,273.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/09/2014,"7 ROSEHILL CRESENT, KELLS RD, KILKENNY",,Kilkenny,"€164,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2019,"APT 6 1 WESTVIEW, MILITARY RD, CORK",,Cork,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2020,"108 BRUACH NA LAOI, UNION QUAY, CORK",,Cork,"€239,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2017,"APT 20, RIVERGATE, NEW ROSS",,Wexford,"€55,357.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2018,"15 KELLYS BAY HEIGHTS, SKERRIES, DUBLIN",,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2013,"4 CASHEL CLOSE, CLONMEL, TIPPERARY",,Tipperary,"€122,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/02/2020,"25 The Willows, Janeville, Cork Road",,Cork,"€321,586.00",No,Yes,New Dwelling house /Apartment,
20/09/2016,"35 COPPER VALLEY VUE, GLANMIRE, CORK",,Cork,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2017,"29 PEARSE RD, ENNISCORTHY, WEXFORD",,Wexford,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2021,"6 The Glade, Whitefield Hall, Bettystown",,Meath,"€286,343.00",No,Yes,New Dwelling house /Apartment,
25/07/2019,"21 CUIRT EANNA, LONG WALK, GALWAY",,Galway,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2010,"3 An Cuanin  Ard Glas, Ferrybank",,Kilkenny,"€117,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2016,"24 Kilbrody, Mount Oval Village, Rochestown",,Cork,"€513,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2021,"115 SHREWSBURY MANOR, GREENHILLS, DROGHEDA",,Louth,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2011,"58  Nutley Park, Donnybrook",,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2015,"2 BRICKFIELD CLOSE, CASTLETOWN RD, DUNDALK",,Louth,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2019,"KNOCKNAGREE, MALLOW, CORK",,Cork,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2019,"69 Hampton Wood Square, Hampton Wood, St. Margaret's Road",Dublin 11,Dublin,"€365,639.00",Yes,Yes,New Dwelling house /Apartment,
31/03/2021,"14 SUMMERHILL, BUNCRANA, DONEGAL",,Donegal,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2015,"67 Rosemount Estate, Dundrum",Dublin 14,Dublin,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2014,"Rosbeg, Westport",,Mayo,"€440,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
31/01/2020,"20 Dun Eibhir, Furbo",,Galway,"€425,550.00",No,Yes,New Dwelling house /Apartment,
18/01/2019,"4 DEERPARK VIEW, BALTINGLASS, WICKLOW",,Wicklow,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2017,"3 ROSSVALE COURT, PORTLAOISE, LAOIS",,Laois,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2019,"9 WAVERLY AVENUE, FAIRVIEW, DUBLIN 3",Dublin 3,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2014,"Ardmore Road, Mullingar",,Westmeath,"€343,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2019,"CAPPANACUSH EAST, GREENANE, KILLARNEY",,Kerry,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2017,"22 LIMEKILN PARK, MANOR ESTATE, DUBLIN 12",Dublin 12,Dublin,"€200,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/07/2013,"Trenbane, Carndonagh",,Donegal,"€73,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2016,"CHARLESTON LODGE, BAILICK ROAD, MIDLETON",,Cork,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2018,"GARRAREAGH, GLENEELY, COUNTY DONEGAL",,Donegal,"€57,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
10/08/2015,"5 BROOKLAWN, CLONTARF, DUBLIN",Dublin 3,Dublin,"€202,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2018,"4 THE SYCAMORE, ELMFIELD, BALLYOGAN DUBLIN 18",Dublin 18,Dublin,"€323,101.29",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/06/2011,"Brockley Park, Stradbally",,Laois,"€120,704.84",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/10/2018,"PAKIES COTTAGE, GARRYKENNEDY, PORTROE",,Tipperary,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"23 ADAMSTOWN AVE, LUCAN, DUBLIN",,Dublin,"€238,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2021,"4 OAKWOOD THE MILES, CLONAKILTY, CORK",,Cork,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2021,"15 SILVERBROOK, MOUNTMELLICK, LAOIS",,Laois,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2017,"14 THE HAWTHORNS, DOWNSTOWN MANOR, DULEEK",,Meath,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2020,"12 GLENSHEEN, GORT RD, ENNIS",,Clare,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2021,"THE KERRIES, TRALEE, COUNTY KERRY",,Kerry,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2019,"43 KIRWAN PARK, MOUNTMELLICK, LAOIS",,Laois,"€96,538.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/03/2010,"37 Curragh Close, Ballybunion Road, Listowel",,Kerry,"€173,968.44",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/02/2020,"3 The Park, Broadmeadow Vale, Ratoath",,Meath,"€286,343.00",No,Yes,New Dwelling house /Apartment,
24/07/2014,"UNIT 1, 44 UPPER RATHMINES ROAD, RATHMINES",,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2016,"22 THE OAK COURTYARD, BELLVIEW WOODS, KILLARNEY",,Kerry,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2015,"SMARMORE CASTLE, SMARMORE, ARDEE",,Louth,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2014,"BROADLOUGH HOUSE, TINAKILLY, RATHNEW",,Wicklow,"€1,100,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2010,"7 Lower Cherryfield Avenue, Ranelagh, Dublin 6",Dublin 6,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2020,"APT 4, GARDEN COURT, GARDEN ST",,Mayo,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2016,"7 MILLERSBROOK, NENAGH, TIPPERARY",,Tipperary,"€118,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
09/10/2020,"KILLOUGHTERNANE, BORRIS, COUNTY CARLOW",,Carlow,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"RANGITOTO, COAST RD, FENOR",,Waterford,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2019,"3 COPPINGER VIEW, COPPINGER COURT, POPES QUAY",,Cork,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2015,"76 THE LAWN, COOLROE MEADOWS, BALLINCOLLIG",,Cork,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2012,"4 BRAMLEY, RENVILLE, ORANMORE",,Galway,"€510,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2014,"APT 12 THE OAKS, ROCKFIELD, DUNDRUM",,Dublin,"€266,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2021,"GREGAN CASTLE, BALLYVAUGHAN, CLARE",,Clare,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2021,"38 GRANGEBROOK AVE, RATHFARNHAM, DUBLIN 16",Dublin 16,Dublin,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2013,"4 Ballincur, Kinnitty, Birr",,Offaly,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"34 RIVER OAKS, CLAREGALWAY, GALWAY",,Galway,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2020,"KNOCKAHANAA COTTAGE, CAPPAGHNAGARRANE, MULLINAHINE",,Tipperary,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2015,"6 THE DRIVE, SADLIER HALL, DUNBOYNE",,Meath,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2021,"APT 3, 12 MILITARY RD, WATERFORD",,Waterford,"€41,250.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2013,"5 Haydens Park Glade, Lucan",,Dublin,"€228,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2018,"15 Stoneleigh, Craddockstown, Naas",,Kildare,"€277,458.00",No,Yes,New Dwelling house /Apartment,
21/12/2017,"8 TOM BARRY HOUSE, MAIN STREET, CLIFDEN",,Galway,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2017,"DERRYSHERIDAN, MOUNTNUGENT, CO CAVAN",,Meath,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2012,"Site 39 Crinken Glen, Rathdown",,Dublin,"€73,333.00",Yes,No,Second-Hand Dwelling house /Apartment,
26/08/2020,"BALLINACOURTY, AHERLOW, TIPPERARY",,Tipperary,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2016,"27 Hollywoodrath Crescent, Hollystown, DUBLIN 15",Dublin 15,Dublin,"€310,132.16",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/05/2021,"33 Bay Meadows Avenue, Bay Meadows, Hollystown",Dublin 15,Dublin,"€313,604.00",No,Yes,New Dwelling house /Apartment,
15/01/2020,"2  cuil chluthair, Glanmire, Cork",,Cork,"€245,000.00",No,Yes,New Dwelling house /Apartment,
12/02/2021,"50 MOYLARAGH WALK, BALBRIGGAN, DUBLIN",,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2021,"161 A DRIMNAGH RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2017,"42 Maoilinn, Ballymoneen Road, Galway",,Galway,"€268,721.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/08/2011,"28  Ailesbury Lawn, Dundrum",,Dublin,"€358,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2014,"225 TEMPLEOGUE RD, TEMPLEOGUE, DUBLIN 6W",,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2016,"1 GREENFIELD PLACE, HAROLDS PLACE, HAROLDS CROSS DUBLIN 6",Dublin 6,Dublin,"€438,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2017,"82 Diswellstown Manor, Castleknock",,Dublin,"€365,638.76",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/07/2018,"APT 1, 178 CRUMLIN RD, DUBLIN 12",Dublin 12,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2017,"11 RYEBRIDGE AVE, KILCOCK, KILDARE",,Kildare,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2010,"8 Strawhall, Off Gerald Griffin Street, Cork",,Cork,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2021,"APT 1 MOUNT CARMEL, 216 UPPER SALTHILL, GALWAY",,Galway,"€1,542,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2016,"18 MOORE HOUSE, LORETO ABBEY, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2020,"50 BLACKWOOD AVE, THE GALLOPS, LATT",,Cavan,"€108,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2016,"GREENMOUNT, PICKARDSTOWN, TRAMORE",,Waterford,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2019,"23 THE GREEN, KILTERAGH, DOORADOYLE",,Limerick,"€206,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2019,"27 CASTLE MANOR, FERNS, WEXFORD",,Wexford,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
