Date of Sale,Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
2016-03-15,"ERRYARMSTRONG, CLARA, OFFALY",,Offaly,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-04,"39 Rathcurragh, Newbridge",,Kildare,103000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-04,"86 THE GALLERY, TURVEY WALK, DONABATE",,Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-01-31,"1 ROBERT ST, NEWBRIDGE, KILDARE",,Kildare,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-30,"No 62 Hammerstone Estate, Hammerstone, Baberstown Road",,Kildare,374449.33,No,Yes,New Dwelling house /Apartment,
2015-05-29,"45 ROCHDALE, HONEY PARK, KILL AVENUE",Dublin 15,Dublin,157250.0,Yes,No,Second-Hand Dwelling house /Apartment,
2011-09-12,"32 Twin Oaks, Clonattin",,Wexford,198000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-29,"MULLAGHRIGNY, MOHILL, LEITRIM",,Leitrim,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-05-25,"2 RUE, JAMESTOWN, CARRICK ON SHANNON",,Leitrim,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-01-08,"REDWOOD LODGE, BALLINAHINCH, ASHFORD",,Wicklow,600000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-04-09,"81A ARDILEA, CASTLECOMER RD, KILKENNY",,Kilkenny,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-11,"VALLEY VIEW, KNOCKDROMACLOUGH, FERMOY",,Cork,340000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-06-24,"193 Cnoic Caisleain, Ballygunner",,Waterford,127753.3,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2014-11-14,"APT 15, MARINA COURT, ATLANTIC WAY",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-15,"12 PROSPERITY SQ, BARRACK ST, CORK",,Cork,157000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-10-15,"Shandara, Garretstown, Dunshaughlin",,Meath,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-03-31,"66 Airpark Avenue, Stocking Lane, Rathfarnham",,Dublin,325992.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-07-06,"APT 48, CE NA MARA, DOCKS",,Galway,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-09-24,"LOWER KEADUE, BURTONPORT, CO DONEGAL",,Donegal,112500.0,No,No,Second-Hand Dwelling house /Apartment,
2014-02-28,"79 THE GALLAN, GRANITEFIELD MANOR, ROCHESTOWN AVE",,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-01,"5 MEADOWBROOK COURT, MAYNOOTH, KILDARE",,Kildare,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-07-10,"214 ARDILAUN, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,535000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-05-15,"THE SQUARE, KILDYSART, CO. CLARE",,Clare,65000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-12,"CAHERKEEN, URHAN, BEARA",,Cork,157500.0,No,No,Second-Hand Dwelling house /Apartment,
2011-11-10,"21 Coolnevaun, Stillorgan",,Dublin,413000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-04-18,"34 NORTHUMBERLAND COURT, HADDINGTON RD, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,430000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-22,"10 Cul Aitinn, Clybaun Road, Galway",,Galway,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-10-29,"14 Coill Diarmada, Ara a Laoi, Castledermott",,Kildare,90464.68,No,No,Second-Hand Dwelling house /Apartment,
2011-04-06,"32  Ballytore Road, Rathfarnham Park, Dublin  14",,Dublin,585000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-05,"3 Waverly Lawn, Blacklion, Greystones",,Wicklow,440484.58,No,Yes,New Dwelling house /Apartment,
2014-10-10,"35 LIOSAN, SHEEHANS RD, GORTBOY",,Limerick,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-24,"66 CHERRYWOOD GROVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,262500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-11,"58 Glenheron Park, Glenheron, Greystones",,Wicklow,458151.0,No,Yes,New Dwelling house /Apartment,
2018-07-16,"46 ATLANTIC WAY, ASTORIA RD, BUNDORAN",,Donegal,57000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-23,"KILTOGHERT, CARRICK ON SHANNON, CO LEITRIM",,Leitrim,82000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-09-23,"33 MOYLARAGH GARDENS, BALBRIGGAN, DUBLIN",,Dublin,105000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-22,"GLENBEIG, COURTTOWN, CO WEXFORD",,Wexford,115000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-06-20,"86 The Garden, Ballymacool, Letterkenny",,Donegal,32550.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-04,"166 LOUISA PARK STATION RD, LEIXLIP, KILDARE",,Kildare,315000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-27,"61 WOOD DALE GREEN, BALLYCULLEN VIEW, FIRHOUSE DUBLIN 24",Dublin 24,Dublin,327000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-31,"CLOONE RD, CLOONE, LEITRIM",,Leitrim,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-01-05,"THE GLEN, KINSALE, CORK",,Cork,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-28,"8 CUSHLA LAWNS, MONKSLAND, WESTMEATH",,Westmeath,146000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-18,"63 FOSTER COURT, GALWAY",,Galway,325000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-08-19,"No. 63 The Paddocks, Grantstown Farm, Williamstown Road",,Waterford,62883.22,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2021-07-08,"2 QUAY STREET WEST, CAHERCIVEEN, CO KERRY",,Kerry,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-01-19,"LETTERBEG, GLOSH, BLACKSOD",,Mayo,55000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-20,"34 Sycamore Drive, Limerick Road, ENNIS",,Clare,237885.45,No,Yes,New Dwelling house /Apartment,
2017-07-27,"27 ABBOTSWOOD MEWS, MONASTERY RD, ROCHESTOWN",,Cork,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-16,"No 4 Amberley Lawn, Grange, Douglas",,Cork,232000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-05-29,"14 THE STEEPLES, THE GREEN, GOWRAN",,Kilkenny,138000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-01-24,"94 THE CHANDLER, ARRAN QUAY APTS, HAMMOND LANE DUBLIN 7",Dublin 7,Dublin,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-08-28,"78 AUGHANTEEROE, GORT RD, ENNIS",,Clare,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-07-13,"'River Cottage', The Burrow, Rosslare Strand",,Wexford,428000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-06-21,"SKEHACRINE, ABBEYSIDE, DUNGARVAN",,Waterford,760000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-11-04,"44 WATER VALE, ROOSKEY, ROSCOMMON",,Roscommon,104000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-05-04,"22 Glendown Park, Templeogue",Dublin 6w,Dublin,385000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-21,"23 KELLYS BAY INLET, SKERRIES, DUBLIN",,Dublin,312000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-22,"53 EASTHAM COURT, BETTYSTOWN, MEATH",,Meath,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-07-23,"15 Clay Farm Grove, Clay Farm, Leopardstown",Dublin 18,Dublin,537444.93,No,Yes,New Dwelling house /Apartment,
2011-11-01,"13 Upper Beladd, Portlaoise",,Laois,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-09-25,"APT 75, THE K CLUB, STRAFFAN",,Kildare,196000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-05-20,"8 Conabury Hill, Castleblayney",,Monaghan,112450.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-11-13,"9 Cluain Adain Way, Clonmagadden, Navan",,Meath,242291.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2014-02-04,"10 SHANLISS PARK, SANTRY, DUBLIN 9",,Dublin,216000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-01-21,"24 Glendara, Kilteragh, Dooradoyle",,Limerick,134000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-01,"2 STIBARSVILLAS, NEWTOWNROAD, WEXFORDTOWN",,Wexford,119000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-12-16,"24 ROCKVILLE COURT, LEITRIM ST, CORK",,Cork,62000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-05-05,"No.31  The Avenue, Robswall, Malahide",,Dublin,638767.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-06-23,"APT 6, BRUACH NA LAOI, UNION QUAY",,Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-05,"2 Cedarview, Northwood, Santry Demesne",Dublin 9,Dublin,453744.48,No,Yes,New Dwelling house /Apartment,
2018-12-11,"7121 BENBULBEN SUITES, CLARION ROAD, CO SLIGO",,Sligo,50855.66,No,No,Second-Hand Dwelling house /Apartment,
2021-03-19,"10 SPITALFIELDS, THE LIBERTIES, DUBLIN 8",Dublin 8,Dublin,390000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-05-23,"Gortnacamdarragh, Aughavas",,Leitrim,20000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-08-26,"7 Ormond Court, Nenagh",,Tipperary,105000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-06-28,"44 Nutgrove Avenue, Rathfarnham, Dublin",,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-05-16,"PROSPECT, FETHARD, TIPPERARY",,Tipperary,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-20,"APARTMENT 7, 63 GREAT WATER STREET, CO LONGFORD",,Longford,6847.31,No,No,Second-Hand Dwelling house /Apartment,
2016-09-15,"7 JUGBACK CLOSE, SWORDS, DUBLIN",,Dublin,220000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2019-11-14,"8 The Oaks, Old Grange Wood, Monasterevin",,Kildare,232252.5,No,Yes,New Dwelling house /Apartment,
2021-01-22,"53 FOREST BLVD, RIVERVALLEY, SWORDS",,Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-01,"10 BELLGREE DR, TYRRELSTOWN, DUBLIN 15",Dublin 15,Dublin,236000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-05,"13 ROCHDALE, HONEY PARK, KILL AVENUE",Dublin 15,Dublin,153000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2014-08-26,"GURRANES, CAHERAGH, DRIMOLEAGUE",,Cork,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-01,"6 THE WILLOWS, WEIR VIEW, KILKENNY",,Kilkenny,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-24,"9 MARINO PARK, MOUNT MERRION AVE, BLACKROCK",,Dublin,765000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-21,"2 CASTLE VILLAGE PARK, CELBRIDGE, KILDARE",,Kildare,305000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-02-14,"25 CULRUA, QUEEN ST, PORTLAWN",,Waterford,123000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-31,"27 NEWLANDS MANOR DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,225500.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-22,"77 BROMLEY PARK, DONNYBROOK, DOUGLAS",,Cork,325000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2019-10-16,"126 LANSDOWNE PARK, BALLSBRIDGE, DUBLIN",Dublin 4,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-03-21,"23 Harvest Way, Wheaton Hall, Drogheda",,Louth,270000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-05-29,"8 EXCHANGE HALL, THE EXCHANGE, BELGARD SQ NORTH DUBLIN 24",Dublin 24,Dublin,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-02,"BOHAUN SOUTH, KILLAWALLA, WESTPORT",,Mayo,79000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-02-26,"EMLAGHGATION, BALLYMOTE, SLIGO",,Sligo,44000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-12-02,"Kantara, Upr Albert Road, Glengeary",,Dublin,575000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-16,"90 SCRAHAN MEWS, KILLARNEY, KERRY",,Kerry,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-28,"JOHNS ROW, WESTPORT, MAYO",,Mayo,139000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-23,"35 LAWRENCE GROVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,692000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-11-23,"Ballybrazil, New Ross",,Wexford,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-07-03,"60 Crosforge, Saggart",,Dublin,207000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-11-11,"68 ARD ODONNELL, LETTERKENNY, DONEGAL",,Donegal,147000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-03-22,"3 Bullock Park, Green Road, Carlow",,Carlow,168000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-11-25,"Apt. No. 31, Elden, Maryborough Hill",,Cork,259912.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-06-13,"56 OLDCOURT, GREENFIELDS, BALLINCOLLIG CORK",,Cork,295000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-05,"1 NA CEITHRE GAOITHE, KNOCKNAPOWER RING, DUNGARVAN",,Waterford,450000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-11-02,"MANDALA, DURHAM ROAD, SANDYMOUNT",,Dublin,540000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-06-13,"Apartment 378  Block H, Castleforbes Square, Upper Mayor Street",,Dublin,156000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-10,"11 THORMANBY COURT, THORMANBY RD, HOWTH",Dublin 13,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-28,"TONROE, KINCON, BALLINA",,Mayo,35000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-28,"2 COIS DOIRE, GOREY, CO. WEXFORD",,Wexford,77000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2018-02-23,"78 CLONTARF RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,945000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-17,"15 GLENDALE DR, BRAY, WICKLOW",,Wicklow,505000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-31,"6 CILL BAN, COLLINS LANE, TULLAMORE",,Offaly,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-14,"21 PORTUMNA RETIREMENT VILLAGE, PORTUMNA, GALWAY",,Galway,67000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-16,"81 MOUNT TALLANT AVE, TERENURE, DUBLIN 6W",,Dublin,455000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-07-30,"Benamore, Roscrea",,Tipperary,84500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-04-06,"29 CEDAR COURT, MOUNT TALLANT AVE, DUBLIN 6W",,Dublin,460000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-19,"CO 28 TOWN VIEW, MALLOW, CORK",,Cork,162000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-28,"7 GRAND CANAL COURT, RIALTO, DUBLIN 8",Dublin 8,Dublin,143200.0,No,No,Second-Hand Dwelling house /Apartment,
2010-11-09,"Interests in Grafton St, Sth William St  Brittas Bay, Waterville Kerry",,Dublin,23000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-01-20,"31 CLUAIN DARA, CLONMACKEN, CAHERDAVIN",,Limerick,95000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-01-18,"84 RATHGAR ROAD, RATHGAR, DUBLIN 6",Dublin 6,Dublin,980000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-19,"35 ELDERWOOD AVE, CORK, CORK",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-25,"4 CARRIG COURT, FORTUNESTOWN LANE, SAGGART",Dublin 24,Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-02-08,"Apt 6  Block A, Howth Junction Court, St. Donaghs Road",,Dublin,79295.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2014-12-19,"177 CHURCH HILL, TULLAMORE, OFFALY",,Offaly,64500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-10,"70 MARLINSTOWN PARK, MULLINGAR, CO WESTMEATH",,Westmeath,125550.0,No,No,Second-Hand Dwelling house /Apartment,
2020-05-05,"7 ASPEN GARDENS, ST PATRICKS RD, LIMERICK",,Limerick,178000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-22,"BALLYHERNAN, BALLINA, COUNTY MAYY",,Mayo,43000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-11-10,"28 BOHERNAVE, THURLES, CO TIPPERARY",,Tipperary,74500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-09,"15 RIVERBANK HALL, GLASNEVIN, DUBLIN 9",Dublin 11,Dublin,226000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-11-13,"20 ST FURSEY'S TERRACE, BLACKROCK, DUNDALK",,Louth,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-06-12,"Kylemore Estate Ard Na Gaoithe, Cashel Road, Clonmel",,Tipperary,1151000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2021-08-09,"4 THE PARK, EARLS COURT, KILL",,Kildare,268000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-31,"APT 39, ST CATHRYNS COURT, NEWGROVE AVE DUBLIN 4",Dublin 4,Dublin,840000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-02-25,"Doolinstown, Trim",,Meath,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-23,"2 Whitethorn Way, Whitethorn Village, Naas",,Kildare,325991.2,No,Yes,New Dwelling house /Apartment,
2020-01-20,"1 Churchfield Close, Killegland, Ashbourne",,Meath,348017.61,No,Yes,New Dwelling house /Apartment,
2016-04-12,"13 Ard Na Coille, Mayfield",,Cork,229074.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2021-11-04,"19 COIS CAISLEAN, ATHBOY RD, DELVIN",,Westmeath,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-04,"25 CHAMBERS PARK, KILCOCK, KILDARE",,Kildare,168000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-17,"KNOCKBALLINIRY, GOATENBRIDGE, ARDFINNAN",,Tipperary,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-07-23,"18 Supple Hall, Dunshaughlin",,Meath,67500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-11-10,"7 BEECHWOOD AVE, WATERFORD, WATERFORD",,Waterford,137500.0,No,No,Second-Hand Dwelling house /Apartment,
2010-12-22,"107 St Brigids Place, Portlaoise",,Laois,52500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-16,"19 GLENVIEW RD, WICKLOW, WICKLOW",,Wicklow,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-07-20,"APARTMENTs 2  3 and 4, MORRISTOWNBILLAR, NEWBRIDGE",,Kildare,270000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-25,"81 esker fields, ballinasloe, co.galway",,Galway,31000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-05-12,"28 ORANGREEN, ORANHILL, ORANMORE",,Galway,190000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-03-29,"43 THE LODGE, ABBEYLANDS, CLANE",,Kildare,206000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-11-06,"BALLYEA NORTH, BALLINA, VIA KILLALOE",,Tipperary,362500.0,No,No,Second-Hand Dwelling house /Apartment,
2021-07-28,"SCARABRAE, CORBAWN LANE, SHANKILL",,Dublin,690000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-12,"ARDSHERBEG, BALLYGLUNIN, TUAM",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-02,"11 CASHEL HOUSE, KELLS ROAD, CO. KILKENNY",,Kilkenny,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-22,"8 THE DUNES, CASTLECOVE, ENNISCRONE",,Sligo,47000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-02-17,"Cotteenty, Corrandulla, Co. Galway",,Galway,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-03-09,"Lands at Cloncullen, Lands at Toorevagh",,Westmeath,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-04-21,"10 Oakwood, Glenconnor, Clonmel",,Tipperary,104989.7,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
2015-08-19,"4 KILLEEN AVE, MALAHIDE, DUBLIN",,Dublin,385000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-06,"170 KILLARNEY PARK, BRAY, WICKLOW",,Wicklow,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-09-06,"453 Strand Road, Portmarnock",,Dublin,655000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-19,"14 HIGH ST, BALBRIGGAN, DUBLIN",,Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-08-19,"32 Millgate, Millerstown, Maynooth Road",,Meath,288545.0,No,Yes,New Dwelling house /Apartment,
2019-05-31,"7 DROMARD RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,340000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-31,"18 FERGUS MANOR, CLON ROAD, ENNIS",,Clare,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-12-15,"1 MOY PARK, MAUDLIN, KELLS",,Meath,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-05-13,"55 Hazel Glen, Hazel Brook, Spa Glen",,Cork,215859.03,Yes,Yes,New Dwelling house /Apartment,
2016-11-21,"10 ARD CAOIN, CLONMEL, TIPPERARY",,Tipperary,160000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2015-06-04,"49 THE WALLED GARDENS, CASTLETOWN ESTATE, CELBRIDGE",,Kildare,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-08-26,"Stycklepath, North Circular Road",,Limerick,370000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-11-10,"49 Francis Street, Drogheda",,Louth,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-14,"2 SPENCER HOUSE, CUSTOM HOUSE SQ, DUBLIN 1",Dublin 1,Dublin,2812500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-16,"16 MARKET SQ, PORTLAW, WATERFORD",,Waterford,153000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-06-14,"38 GRATTAN LODGE, BALGRIFFIN, DUBLIN 13",Dublin 13,Dublin,445000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-17,"107 River Crescent, Virginia",,Cavan,235000.0,No,Yes,New Dwelling house /Apartment,
2021-05-19,"12 Chestnut Hill, Clonard, Wexford",,Wexford,303965.0,No,Yes,New Dwelling house /Apartment,
2010-11-05,"12  Granary Court, St. Josephs Road, Cork",,Cork,78000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-01-25,"7 Castlegrange Court, Castlegrange, Dublin 15",Dublin 15,Dublin,259911.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
2018-07-02,"20 THE GROVE, HAYDENS PARK, LUCAN",,Dublin,335000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-19,"8 GLEBE HALL, KILMESSAN, MEATH",,Meath,322500.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-06,"Apt 439 Charlestown Centre, Charlestown Place, St Margaret's Road  Finglas",Dublin 11,Dublin,194086.0,No,No,Second-Hand Dwelling house /Apartment,
2020-01-24,"7 BEACH VIEW, DEL VAL AVE, SUTTON DUBLIN 13",Dublin 13,Dublin,377000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-22,"10 KINGS CROFT, CAMUS RD, CASHEL",,Tipperary,183000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-02-16,"39 NEWRY RD, DUNDALK, LOUTH",,Louth,155000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-02-01,"4 OCONNELL COURT, OLD WATERFORD RD, CLONMEL",,Tipperary,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-08,"60 BUTTERFIELD PARK, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,550000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-08-22,"5 Cormac Terrace, Terenure, Dublin 6W",Dublin 6w,Dublin,199000.0,No,No,Second-Hand Dwelling house /Apartment,
